ID,Buses,Estacion,Rutas,Tarifa,Altitud,Longitud
1283,Expreso6,Quilca,Ruta Troncal,2.5,-9278,-71729
1284,Expreso6,Tacna,Ruta Troncal,2.5,-7274,-76004
1285,C,Bulevar,Ruta Troncal,2.5,-9412,-76417
1286,Expreso9,Angamos,Ruta Troncal,2.5,-6963,-72432
1287,Expreso4,Ricardo Palma,Ruta Troncal,2.5,-9338,-72245
1288,Expreso5,Estadio Nacional,Ruta Troncal,2.5,-7883,-73900
1289,SX,28 de Julio,Alimentador,1.5,-7479,-75958
1290,Expreso1,Dos de Mayo,Alimentador,1.5,-8495,-79524
1291,SXN,Jiron de la Union,Ruta Troncal,2.5,-9755,-73080
1292,C,Jiron de la Union,Alimentador,1.5,-7021,-73178
1293,A,Estacion B,Ruta Troncal,2.5,-6889,-79884
1294,A,Mexico,Alimentador,1.5,-7257,-73252
1295,C,Tacna,Ruta Troncal,2.5,-8226,-71437
1296,Expreso6,Izaguirre,Alimentador,1.5,-5781,-75239
1297,Expreso1,Honorio Delgado,Ruta Troncal,2.5,-7026,-78632
1298,A,Domingo Orue,Alimentador,1.5,-8961,-75580
1299,Expreso7,Ricardo Palma,Alimentador,1.5,-6639,-78862
1300,Expreso9,Ramon,Alimentador,1.5,-8548,-74637
1301,D,Ramon,Ruta Troncal,2.5,-8214,-79299
1302,B,Estacion F,Ruta Troncal,2.5,-5151,-70225
1303,Expreso3,Estacion F,Alimentador,1.5,-5263,-75919
1304,SXN,Matellini,Alimentador,1.5,-7201,-76428
1305,Expreso9,El milagro,Ruta Troncal,2.5,-6336,-75019
1306,Expreso3,Estacion A,Alimentador,1.5,-6565,-74313
1307,Expreso9,Domingo Orue,Ruta Troncal,2.5,-7710,-79034
1308,Expreso4,Teran,Alimentador,1.5,-5817,-77183
1309,Expreso8,Estadio Nacional,Ruta Troncal,2.5,-8740,-74981
1310,A,Rosario de Villa,Ruta Troncal,2.5,-5169,-74465
1311,SX,Dos de Mayo,Alimentador,1.5,-8514,-79647
1312,SXN,Matellini,Alimentador,1.5,-5205,-77698
1313,Expreso7,Escuela Militar,Alimentador,1.5,-5221,-78025
1314,Expreso9,Tacna,Alimentador,1.5,-5175,-74378
1315,Expreso9,Balta,Ruta Troncal,2.5,-5896,-79635
1316,D,Central,Ruta Troncal,2.5,-9176,-72845
1317,C,Central,Ruta Troncal,2.5,-5974,-75522
1318,SX,Tomas Valle,Alimentador,1.5,-8593,-70540
1319,SXN,Javier Prado,Alimentador,1.5,-5333,-71300
1320,Expreso9,Izaguirre,Alimentador,1.5,-5805,-74862
1321,C,Estadio Union,Ruta Troncal,2.5,-5165,-70168
1322,Expreso2,Estacion B,Alimentador,1.5,-8319,-75861
1323,A,Estacion B,Alimentador,1.5,-6842,-74233
1324,Expreso2,Pacifico,Alimentador,1.5,-7160,-72361
1325,Expreso3,Canada,Ruta Troncal,2.5,-9428,-79810
1326,Expreso4,Mexico,Ruta Troncal,2.5,-9341,-75442
1327,Expreso5,Estacion D,Alimentador,1.5,-7098,-71293
1328,C,Dos de Mayo,Alimentador,1.5,-5260,-76025
1329,C,Rosario de Villa,Alimentador,1.5,-8968,-77205
1330,Expreso9,Bulevar,Alimentador,1.5,-8864,-71043
1331,Expreso8,Ramon,Alimentador,1.5,-5917,-77206
1332,Expreso1,Estacion F,Alimentador,1.5,-8366,-73509
1333,Expreso7,Javier Prado,Alimentador,1.5,-8951,-73911
1334,SX,Estadio Nacional,Ruta Troncal,2.5,-7611,-78242
1335,Expreso7,Colmena,Ruta Troncal,2.5,-6805,-74721
1336,A,Izaguirre,Alimentador,1.5,-9927,-79332
1337,D,Benavides,Ruta Troncal,2.5,-7173,-76634
1338,D,Estacion F,Alimentador,1.5,-6990,-73476
1339,SXN,Domingo Orue,Alimentador,1.5,-8989,-75875
1340,Expreso3,Honorio Delgado,Ruta Troncal,2.5,-8378,-72777
1341,Expreso4,Matellini,Alimentador,1.5,-5189,-74656
1342,C,Bulevar,Ruta Troncal,2.5,-5244,-77020
1343,SXN,Matellini,Alimentador,1.5,-7509,-76225
1344,SX,Los jasmines,Ruta Troncal,2.5,-9048,-72355
1345,Expreso2,Estacion D,Ruta Troncal,2.5,-7250,-73009
1346,SX,Escuela Militar,Alimentador,1.5,-8301,-77292
1347,B,Escuela Militar,Ruta Troncal,2.5,-7450,-71765
1348,SX,Balta,Ruta Troncal,2.5,-6487,-76432
1349,Expreso2,Balta,Ruta Troncal,2.5,-7000,-75989
1350,C,Estacion F,Ruta Troncal,2.5,-5304,-76788
1351,Expreso2,España,Ruta Troncal,2.5,-7045,-74356
1352,B,Estacion C,Ruta Troncal,2.5,-6183,-78296
1353,Expreso9,Honorio Delgado,Ruta Troncal,2.5,-8154,-79325
1354,Expreso5,Canaval Moreyra,Alimentador,1.5,-5118,-76935
1355,A,Aramburu,Ruta Troncal,2.5,-7362,-74946
1356,B,Estacion C,Ruta Troncal,2.5,-8678,-73203
1357,A,Naranjal,Alimentador,1.5,-6692,-76049
1358,Expreso9,Javier Prado,Ruta Troncal,2.5,-5246,-77255
1359,SX,Escuela Militar,Alimentador,1.5,-9685,-73702
1360,Expreso1,Ricardo Palma,Alimentador,1.5,-7280,-72026
1361,D,Estadio Nacional,Ruta Troncal,2.5,-9849,-78852
1362,SX,Central,Ruta Troncal,2.5,-8458,-75699
1363,D,Ricardo Palma,Ruta Troncal,2.5,-6704,-78534
1364,B,Estadio Nacional,Alimentador,1.5,-7435,-73844
1365,Expreso5,Balta,Alimentador,1.5,-8265,-72298
1366,SX,Escuela Militar,Alimentador,1.5,-9089,-75126
1367,SXN,Estacion D,Ruta Troncal,2.5,-8891,-74705
1368,A,Canada,Alimentador,1.5,-7044,-75563
1369,Expreso7,Honorio Delgado,Alimentador,1.5,-7395,-71981
1370,Expreso9,Teran,Alimentador,1.5,-5828,-73633
1371,B,Ramon,Ruta Troncal,2.5,-8335,-75392
1372,D,Aramburu,Alimentador,1.5,-7051,-73848
1373,D,El milagro,Ruta Troncal,2.5,-5342,-73194
1374,Expreso1,Canaval Moreyra,Alimentador,1.5,-9086,-79862
1375,SXN,Mexico,Ruta Troncal,2.5,-5963,-78685
1376,Expreso9,Jiron de la Union,Ruta Troncal,2.5,-5367,-72560
1377,Expreso4,Rosario de Villa,Alimentador,1.5,-5448,-75421
1378,A,Izaguirre,Alimentador,1.5,-8937,-76911
1379,Expreso6,Caqueta,Alimentador,1.5,-6267,-79919
1380,Expreso6,Naranjal,Alimentador,1.5,-7185,-72265
1381,B,Naranjal,Ruta Troncal,2.5,-8200,-77033
1382,Expreso3,Plaza de Flores,Alimentador,1.5,-8844,-75550
1383,SXN,Central,Ruta Troncal,2.5,-6845,-74808
1384,SXN,Bulevar,Alimentador,1.5,-7356,-72261
1385,Expreso5,Estacion A,Alimentador,1.5,-6725,-79708
1386,Expreso3,Jiron de la Union,Alimentador,1.5,-9394,-70356
1387,B,Caqueta,Alimentador,1.5,-8796,-76527
1388,D,Estacion D,Alimentador,1.5,-5401,-70814
1389,B,Estacion A,Alimentador,1.5,-5891,-71635
1390,SX,Estacion F,Alimentador,1.5,-8695,-74153
1391,SX,Teran,Alimentador,1.5,-9763,-74915
1392,Expreso4,España,Alimentador,1.5,-7755,-78803
1393,SXN,Rosario de Villa,Ruta Troncal,2.5,-7508,-73687
1394,D,Izaguirre,Alimentador,1.5,-9744,-79153
1395,Expreso2,Escuela Militar,Alimentador,1.5,-8614,-76302
1396,Expreso1,Quilca,Ruta Troncal,2.5,-6117,-70126
1397,SXN,Estadio Union,Ruta Troncal,2.5,-5039,-76275
1398,Expreso7,Canada,Ruta Troncal,2.5,-7011,-79299
1399,Expreso8,Canaval Moreyra,Ruta Troncal,2.5,-7378,-72344
1400,Expreso2,Ramon,Alimentador,1.5,-9953,-76500
1401,Expreso1,Estacion D,Ruta Troncal,2.5,-9078,-72439
1402,Expreso4,Los jasmines,Alimentador,1.5,-8545,-79066
1403,Expreso3,Ricardo Palma,Ruta Troncal,2.5,-7605,-72659
1404,D,Colmena,Ruta Troncal,2.5,-8058,-70650
1405,B,Jiron de la Union,Ruta Troncal,2.5,-8809,-70734
1406,Expreso5,Benavides,Alimentador,1.5,-6752,-77769
1407,Expreso1,Ricardo Palma,Ruta Troncal,2.5,-5584,-73530
1408,Expreso2,28 de Julio,Alimentador,1.5,-9295,-77881
1409,Expreso6,Estadio Union,Ruta Troncal,2.5,-5447,-74163
1410,Expreso2,Tacna,Ruta Troncal,2.5,-5314,-74781
1411,Expreso7,Mexico,Ruta Troncal,2.5,-5336,-72121
1412,Expreso6,Estacion F,Ruta Troncal,2.5,-6856,-79327
1413,Expreso3,Canaval Moreyra,Alimentador,1.5,-8051,-70518
1414,Expreso3,Estacion F,Alimentador,1.5,-8858,-73011
1415,B,28 de Julio,Ruta Troncal,2.5,-6765,-78469
1416,A,Estacion C,Alimentador,1.5,-5441,-78185
1417,SXN,Tacna,Alimentador,1.5,-5307,-75602
1418,Expreso6,Dos de Mayo,Alimentador,1.5,-9318,-74299
1419,C,Estacion A,Ruta Troncal,2.5,-6834,-71843
1420,C,Estadio Union,Alimentador,1.5,-7608,-78763
1421,Expreso9,Naranjal,Ruta Troncal,2.5,-7587,-75654
1422,Expreso8,Caqueta,Ruta Troncal,2.5,-8670,-72526
1423,Expreso6,Dos de Mayo,Alimentador,1.5,-7179,-79441
1424,Expreso9,Canaval Moreyra,Ruta Troncal,2.5,-7982,-73590
1425,Expreso9,Benavides,Alimentador,1.5,-7619,-75291
1426,Expreso9,Estacion A,Alimentador,1.5,-5266,-79869
1427,Expreso7,Ricardo Palma,Ruta Troncal,2.5,-9327,-73360
1428,C,Escuela Militar,Alimentador,1.5,-5060,-75560
1429,A,Pacifico,Alimentador,1.5,-7309,-76740
1430,D,Plaza de Flores,Alimentador,1.5,-8462,-78346
1431,SXN,Estadio Nacional,Alimentador,1.5,-8365,-77328
1432,Expreso9,Estacion D,Ruta Troncal,2.5,-6980,-72649
1433,Expreso4,28 de Julio,Ruta Troncal,2.5,-9131,-76445
1434,C,Canada,Alimentador,1.5,-7894,-71142
1435,Expreso6,Colmena,Alimentador,1.5,-8441,-74038
1436,Expreso7,Ramon,Ruta Troncal,2.5,-9729,-70850
1437,SX,Independencia,Ruta Troncal,2.5,-9499,-72764
1438,Expreso9,Canaval Moreyra,Alimentador,1.5,-7870,-70186
1439,Expreso4,Javier Prado,Alimentador,1.5,-6731,-75621
1440,B,Canaval Moreyra,Alimentador,1.5,-6341,-78496
1441,B,Pacifico,Ruta Troncal,2.5,-5052,-76687
1442,B,Plaza de Flores,Ruta Troncal,2.5,-6857,-78849
1443,D,Uni,Ruta Troncal,2.5,-5661,-75193
1444,Expreso8,Canada,Ruta Troncal,2.5,-5577,-74934
1445,Expreso2,Estacion C,Ruta Troncal,2.5,-5849,-71187
1446,D,Matellini,Ruta Troncal,2.5,-6056,-78238
1447,Expreso2,Honorio Delgado,Alimentador,1.5,-5040,-79034
1448,Expreso4,Bulevar,Ruta Troncal,2.5,-5989,-77942
1449,C,Plaza de Flores,Ruta Troncal,2.5,-6778,-72631
1450,Expreso2,Uni,Alimentador,1.5,-6975,-75616
1451,SXN,Canaval Moreyra,Ruta Troncal,2.5,-9803,-73679
1452,A,Quilca,Alimentador,1.5,-7692,-72802
1453,Expreso7,Estacion B,Alimentador,1.5,-7009,-78578
1454,SX,Dos de Mayo,Alimentador,1.5,-5444,-74112
1455,Expreso4,Uni,Ruta Troncal,2.5,-6433,-72299
1456,Expreso1,Izaguirre,Alimentador,1.5,-6706,-74763
1457,D,28 de Julio,Alimentador,1.5,-5345,-73648
1458,Expreso2,Estacion F,Ruta Troncal,2.5,-8761,-76481
1459,B,Caqueta,Ruta Troncal,2.5,-5873,-74537
1460,A,Naranjal,Alimentador,1.5,-8005,-71589
1461,B,Uni,Ruta Troncal,2.5,-6722,-78105
1462,Expreso8,El milagro,Ruta Troncal,2.5,-7781,-78802
1463,D,Angamos,Alimentador,1.5,-6626,-76836
1464,D,Ricardo Palma,Alimentador,1.5,-6090,-76756
1465,Expreso2,Estadio Nacional,Ruta Troncal,2.5,-8489,-79807
1466,B,Los jasmines,Alimentador,1.5,-7039,-78578
1467,SX,28 de Julio,Alimentador,1.5,-6107,-70576
1468,Expreso5,Tomas Valle,Ruta Troncal,2.5,-7744,-72372
1469,A,Pacifico,Ruta Troncal,2.5,-8110,-77812
1470,B,Honorio Delgado,Ruta Troncal,2.5,-9223,-74125
1471,Expreso7,Honorio Delgado,Ruta Troncal,2.5,-5882,-71384
1472,Expreso3,Uni,Alimentador,1.5,-6314,-72482
1473,Expreso6,Domingo Orue,Ruta Troncal,2.5,-5738,-77357
1474,Expreso1,Tacna,Alimentador,1.5,-5823,-74583
1475,Expreso3,Colmena,Alimentador,1.5,-9404,-71922
1476,A,Estadio Union,Ruta Troncal,2.5,-6468,-79880
1477,Expreso2,Balta,Alimentador,1.5,-8448,-76448
1478,Expreso4,Quilca,Alimentador,1.5,-8384,-70859
1479,Expreso2,Dos de Mayo,Ruta Troncal,2.5,-8569,-77541
1480,SX,Colmena,Ruta Troncal,2.5,-6884,-73321
1481,Expreso9,Escuela Militar,Ruta Troncal,2.5,-9449,-70270
1482,Expreso4,Javier Prado,Alimentador,1.5,-7396,-70280
1483,B,Estacion C,Ruta Troncal,2.5,-9037,-75373
1484,SXN,Plaza de Flores,Alimentador,1.5,-6427,-78294
1485,Expreso7,Estacion D,Ruta Troncal,2.5,-8494,-76383
1486,SX,Parque del trabajo,Alimentador,1.5,-6210,-77373
1487,Expreso7,Aramburu,Alimentador,1.5,-8091,-78086
1488,D,Ricardo Palma,Ruta Troncal,2.5,-8096,-72514
1489,D,Quilca,Ruta Troncal,2.5,-5226,-79363
1490,B,Independencia,Alimentador,1.5,-7363,-79616
1491,B,Dos de Mayo,Alimentador,1.5,-8647,-72590
1492,A,El milagro,Alimentador,1.5,-5967,-79807
1493,Expreso4,Pacifico,Alimentador,1.5,-5259,-74455
1494,SXN,Benavides,Ruta Troncal,2.5,-8588,-72647
1495,SX,Domingo Orue,Alimentador,1.5,-9948,-72618
1496,Expreso9,Parque del trabajo,Alimentador,1.5,-7567,-74533
1497,Expreso9,Estacion A,Ruta Troncal,2.5,-9411,-78591
1498,Expreso9,Independencia,Alimentador,1.5,-5144,-73873
1499,Expreso4,Colmena,Ruta Troncal,2.5,-5664,-75235
1500,Expreso2,Estadio Union,Ruta Troncal,2.5,-8937,-70513
