ID,Buses,Estacion,Rutas,Tarifa,Altitud,Longitud
1278,Expreso8,España,Ruta Troncal,2.5,-8179,-76918
1279,Expreso4,Javier Prado,Alimentador,1.5,-5461,-78017
1280,Expreso4,Matellini,Ruta Troncal,2.5,-5488,-72816
1281,Expreso6,Angamos,Ruta Troncal,2.5,-7772,-76834
1282,Expreso9,Balta,Alimentador,1.5,-7854,-75189
1283,Expreso7,Estadio Union,Ruta Troncal,2.5,-9441,-70225
1284,A,28 de Julio,Ruta Troncal,2.5,-6815,-70207
1285,SXN,Estacion B,Ruta Troncal,2.5,-9269,-72788
1286,C,Teran,Alimentador,1.5,-7359,-71721
1287,SXN,Canada,Ruta Troncal,2.5,-6205,-79723
1288,Expreso7,Tacna,Ruta Troncal,2.5,-6349,-72640
1289,Expreso2,Estacion F,Alimentador,1.5,-8078,-78381
1290,Expreso6,Izaguirre,Ruta Troncal,2.5,-8535,-76088
1291,Expreso1,Tomas Valle,Ruta Troncal,2.5,-7917,-71171
1292,Expreso1,Canada,Ruta Troncal,2.5,-5979,-75752
1293,Expreso7,Javier Prado,Alimentador,1.5,-9540,-76463
1294,SXN,Tacna,Alimentador,1.5,-5696,-77604
1295,Expreso3,Honorio Delgado,Ruta Troncal,2.5,-9964,-70757
1296,Expreso5,Estacion A,Ruta Troncal,2.5,-9694,-73494
1297,SX,Aramburu,Ruta Troncal,2.5,-7888,-79507
1298,B,Estacion F,Alimentador,1.5,-9997,-73411
1299,Expreso2,Los jasmines,Alimentador,1.5,-9292,-71927
1300,C,Quilca,Alimentador,1.5,-6292,-71162
1301,Expreso9,Rosario de Villa,Ruta Troncal,2.5,-7668,-75330
1302,A,España,Alimentador,1.5,-8535,-74056
1303,Expreso3,Caqueta,Ruta Troncal,2.5,-7500,-74906
1304,Expreso3,Los jasmines,Ruta Troncal,2.5,-8910,-70226
1305,Expreso6,España,Ruta Troncal,2.5,-7829,-79807
1306,C,Rosario de Villa,Ruta Troncal,2.5,-9753,-76112
1307,Expreso9,Plaza de Flores,Alimentador,1.5,-8283,-79023
1308,C,Canada,Ruta Troncal,2.5,-6861,-74836
1309,Expreso7,Jiron de la Union,Ruta Troncal,2.5,-5866,-79800
1310,Expreso5,Rosario de Villa,Ruta Troncal,2.5,-5396,-75973
1311,SXN,El milagro,Alimentador,1.5,-7132,-70258
1312,Expreso5,Estacion E,Ruta Troncal,2.5,-9610,-79306
1313,SXN,Javier Prado,Alimentador,1.5,-6652,-74640
1314,Expreso8,Canaval Moreyra,Ruta Troncal,2.5,-8779,-77617
1315,SX,Los jasmines,Ruta Troncal,2.5,-5813,-76047
1316,Expreso5,Canada,Alimentador,1.5,-7580,-71676
1317,D,Rosario de Villa,Ruta Troncal,2.5,-9439,-73495
1318,Expreso9,Honorio Delgado,Ruta Troncal,2.5,-5624,-72380
1319,Expreso5,Naranjal,Ruta Troncal,2.5,-8366,-70829
1320,SXN,Izaguirre,Ruta Troncal,2.5,-6885,-75347
1321,Expreso8,Canada,Ruta Troncal,2.5,-9492,-78874
1322,Expreso4,Central,Alimentador,1.5,-5205,-74057
1323,Expreso4,Escuela Militar,Alimentador,1.5,-7660,-76818
1324,D,Balta,Alimentador,1.5,-8738,-72213
1325,Expreso2,Colmena,Ruta Troncal,2.5,-8128,-76086
1326,SXN,Colmena,Alimentador,1.5,-6549,-71302
1327,Expreso1,Caqueta,Alimentador,1.5,-6293,-75885
1328,A,Estacion E,Ruta Troncal,2.5,-9376,-72172
1329,C,Javier Prado,Ruta Troncal,2.5,-6041,-75429
1330,A,Ramon,Alimentador,1.5,-5272,-78182
1331,Expreso6,Los jasmines,Alimentador,1.5,-7777,-76947
1332,Expreso4,Estacion A,Alimentador,1.5,-7084,-76669
1333,SXN,Ramon,Ruta Troncal,2.5,-7532,-72650
1334,Expreso7,Honorio Delgado,Alimentador,1.5,-5791,-76453
1335,Expreso9,Bulevar,Ruta Troncal,2.5,-7606,-77611
1336,C,Honorio Delgado,Alimentador,1.5,-9966,-74944
1337,D,Plaza de Flores,Alimentador,1.5,-7060,-76180
1338,Expreso4,España,Ruta Troncal,2.5,-5666,-77818
1339,SX,Teran,Alimentador,1.5,-7900,-77260
1340,Expreso2,Estacion F,Ruta Troncal,2.5,-5662,-71546
1341,Expreso1,Javier Prado,Ruta Troncal,2.5,-9163,-78692
1342,D,Uni,Ruta Troncal,2.5,-8011,-72754
1343,Expreso5,Estacion F,Alimentador,1.5,-9655,-75032
1344,D,Estacion D,Ruta Troncal,2.5,-7353,-72899
1345,A,El milagro,Alimentador,1.5,-5233,-75824
1346,SXN,Ramon,Alimentador,1.5,-7387,-76533
1347,Expreso9,Benavides,Alimentador,1.5,-9467,-74874
1348,A,Pacifico,Ruta Troncal,2.5,-9525,-79493
1349,SX,Izaguirre,Ruta Troncal,2.5,-8434,-74578
1350,Expreso3,Estacion D,Ruta Troncal,2.5,-8532,-77419
1351,Expreso2,Ramon,Alimentador,1.5,-9191,-78576
1352,SX,28 de Julio,Ruta Troncal,2.5,-7000,-79459
1353,SX,Estadio Union,Alimentador,1.5,-5232,-75822
1354,C,Quilca,Alimentador,1.5,-9783,-75425
1355,Expreso3,Colmena,Ruta Troncal,2.5,-7062,-75593
1356,B,Canada,Ruta Troncal,2.5,-7503,-77310
1357,Expreso7,Estacion A,Alimentador,1.5,-9172,-77022
1358,B,Plaza de Flores,Alimentador,1.5,-9942,-79320
1359,SX,Dos de Mayo,Ruta Troncal,2.5,-8608,-70287
1360,D,Dos de Mayo,Ruta Troncal,2.5,-5089,-70812
1361,SX,Estadio Union,Alimentador,1.5,-5044,-70352
1362,Expreso1,Estacion F,Alimentador,1.5,-5593,-76102
1363,Expreso8,Estacion C,Ruta Troncal,2.5,-9840,-75309
1364,Expreso6,Plaza de Flores,Alimentador,1.5,-5944,-72999
1365,C,Matellini,Ruta Troncal,2.5,-6729,-77488
1366,Expreso9,Los jasmines,Alimentador,1.5,-5197,-72731
1367,Expreso7,Central,Alimentador,1.5,-9595,-73244
1368,A,Rosario de Villa,Alimentador,1.5,-5393,-71746
1369,Expreso5,Estadio Union,Alimentador,1.5,-6262,-71812
1370,Expreso3,Honorio Delgado,Ruta Troncal,2.5,-6899,-79775
1371,SX,Dos de Mayo,Alimentador,1.5,-9187,-77833
1372,Expreso9,Colmena,Ruta Troncal,2.5,-7737,-70199
1373,A,España,Alimentador,1.5,-6204,-78326
1374,Expreso6,Teran,Ruta Troncal,2.5,-6914,-70416
1375,B,Jiron de la Union,Alimentador,1.5,-8465,-75546
1376,Expreso1,Canaval Moreyra,Alimentador,1.5,-6502,-79701
1377,Expreso2,Rosario de Villa,Alimentador,1.5,-9128,-71441
1378,Expreso8,Independencia,Alimentador,1.5,-8529,-78932
1379,Expreso8,Central,Ruta Troncal,2.5,-5789,-77512
1380,Expreso8,Angamos,Ruta Troncal,2.5,-6606,-76139
1381,B,Central,Ruta Troncal,2.5,-8513,-73597
1382,Expreso7,Canaval Moreyra,Alimentador,1.5,-9955,-71939
1383,SX,Angamos,Ruta Troncal,2.5,-7280,-73891
1384,Expreso3,Tomas Valle,Alimentador,1.5,-6953,-73893
1385,SXN,Pacifico,Alimentador,1.5,-6183,-71441
1386,Expreso9,Ramon,Ruta Troncal,2.5,-9475,-78904
1387,Expreso2,Estacion F,Alimentador,1.5,-9723,-70567
1388,Expreso1,Matellini,Ruta Troncal,2.5,-5667,-75898
1389,C,Uni,Alimentador,1.5,-9703,-76336
1390,Expreso9,28 de Julio,Alimentador,1.5,-9711,-74620
1391,Expreso5,Izaguirre,Ruta Troncal,2.5,-8429,-78733
1392,B,Estacion F,Ruta Troncal,2.5,-7795,-74646
1393,SX,Independencia,Ruta Troncal,2.5,-9992,-73142
1394,SXN,Plaza de Flores,Ruta Troncal,2.5,-8556,-73877
1395,SXN,Teran,Alimentador,1.5,-6248,-71281
1396,Expreso5,Javier Prado,Ruta Troncal,2.5,-7675,-71206
1397,Expreso9,Angamos,Alimentador,1.5,-9404,-74600
1398,Expreso7,Escuela Militar,Ruta Troncal,2.5,-6555,-77403
1399,D,Estacion F,Alimentador,1.5,-8826,-78136
1400,D,Ricardo Palma,Alimentador,1.5,-9253,-75064
1401,C,Estacion E,Ruta Troncal,2.5,-9059,-77595
1402,Expreso5,Aramburu,Alimentador,1.5,-7435,-76764
1403,D,Escuela Militar,Alimentador,1.5,-6836,-75556
1404,Expreso5,Parque del trabajo,Alimentador,1.5,-8721,-77985
1405,B,Naranjal,Ruta Troncal,2.5,-8917,-72371
1406,D,Estadio Nacional,Ruta Troncal,2.5,-8760,-74348
1407,A,Tacna,Alimentador,1.5,-7726,-78988
1408,Expreso6,Estacion E,Ruta Troncal,2.5,-6771,-70425
1409,Expreso7,Independencia,Ruta Troncal,2.5,-5154,-75383
1410,Expreso8,El milagro,Ruta Troncal,2.5,-6017,-71946
1411,Expreso5,Dos de Mayo,Ruta Troncal,2.5,-9836,-76575
1412,Expreso1,28 de Julio,Alimentador,1.5,-9947,-70995
1413,B,Honorio Delgado,Ruta Troncal,2.5,-8467,-73695
1414,Expreso7,Ricardo Palma,Ruta Troncal,2.5,-5923,-76052
1415,SXN,Quilca,Ruta Troncal,2.5,-5451,-78388
1416,Expreso2,Izaguirre,Ruta Troncal,2.5,-5279,-79850
1417,C,Mexico,Alimentador,1.5,-6113,-70084
1418,D,Estacion F,Ruta Troncal,2.5,-5811,-73555
1419,Expreso9,Domingo Orue,Alimentador,1.5,-8757,-73608
1420,Expreso4,Teran,Alimentador,1.5,-7329,-77891
1421,Expreso8,Estacion C,Alimentador,1.5,-6132,-74259
1422,B,Domingo Orue,Ruta Troncal,2.5,-7050,-79776
1423,Expreso6,Estacion A,Ruta Troncal,2.5,-8776,-70706
1424,Expreso2,Parque del trabajo,Alimentador,1.5,-8551,-77974
1425,Expreso4,Parque del trabajo,Alimentador,1.5,-8411,-76910
1426,Expreso3,Naranjal,Alimentador,1.5,-6345,-78334
1427,C,Canaval Moreyra,Ruta Troncal,2.5,-9507,-71715
1428,Expreso7,Teran,Ruta Troncal,2.5,-5797,-79039
1429,SXN,Mexico,Ruta Troncal,2.5,-8281,-76634
1430,Expreso8,Tacna,Ruta Troncal,2.5,-9199,-77433
1431,SX,Mexico,Alimentador,1.5,-8599,-75326
1432,Expreso7,Los jasmines,Ruta Troncal,2.5,-5658,-79817
1433,C,Colmena,Alimentador,1.5,-5822,-70785
1434,Expreso5,Balta,Alimentador,1.5,-7713,-73266
1435,C,Honorio Delgado,Alimentador,1.5,-9872,-72578
1436,D,Canaval Moreyra,Ruta Troncal,2.5,-9894,-77928
1437,Expreso1,El milagro,Alimentador,1.5,-5594,-73657
1438,SX,Teran,Ruta Troncal,2.5,-9319,-72310
1439,A,Honorio Delgado,Alimentador,1.5,-9348,-78287
1440,SX,Ricardo Palma,Alimentador,1.5,-6675,-72009
1441,Expreso1,Estacion B,Alimentador,1.5,-7571,-74645
1442,C,Estacion D,Alimentador,1.5,-7578,-75567
1443,Expreso9,Estadio Union,Ruta Troncal,2.5,-9595,-71465
1444,Expreso6,Teran,Ruta Troncal,2.5,-6358,-77623
1445,Expreso8,Parque del trabajo,Ruta Troncal,2.5,-5086,-70031
1446,A,Canada,Alimentador,1.5,-5369,-76788
1447,Expreso3,Estacion A,Alimentador,1.5,-9807,-71930
1448,SX,Estacion F,Ruta Troncal,2.5,-5330,-79971
1449,Expreso5,Escuela Militar,Alimentador,1.5,-9615,-75367
1450,Expreso5,Dos de Mayo,Ruta Troncal,2.5,-5032,-70451
1451,Expreso9,Matellini,Alimentador,1.5,-5031,-71106
1452,Expreso1,Estacion F,Alimentador,1.5,-8299,-72510
1453,SX,Quilca,Alimentador,1.5,-5686,-70060
1454,Expreso5,Estacion A,Ruta Troncal,2.5,-7918,-71265
1455,SXN,Canaval Moreyra,Ruta Troncal,2.5,-8565,-78915
1456,Expreso2,Parque del trabajo,Ruta Troncal,2.5,-7095,-72592
1457,Expreso4,Canaval Moreyra,Alimentador,1.5,-9752,-74883
1458,Expreso9,Benavides,Ruta Troncal,2.5,-6519,-78122
1459,Expreso6,Jiron de la Union,Alimentador,1.5,-5420,-73507
1460,Expreso8,Los jasmines,Alimentador,1.5,-6017,-73761
1461,A,Los jasmines,Ruta Troncal,2.5,-5823,-78333
1462,Expreso6,Quilca,Alimentador,1.5,-9762,-78273
1463,Expreso9,Javier Prado,Alimentador,1.5,-8397,-76702
1464,D,Angamos,Ruta Troncal,2.5,-5228,-70690
1465,Expreso2,Estacion E,Ruta Troncal,2.5,-8096,-72596
1466,Expreso5,Central,Ruta Troncal,2.5,-8964,-73928
1467,Expreso4,Plaza de Flores,Ruta Troncal,2.5,-5797,-71300
1468,Expreso7,Bulevar,Ruta Troncal,2.5,-8740,-78802
1469,SXN,Canada,Alimentador,1.5,-5463,-78004
1470,A,Mexico,Alimentador,1.5,-8184,-70734
1471,B,Estacion D,Ruta Troncal,2.5,-6767,-75018
1472,Expreso8,Estacion A,Ruta Troncal,2.5,-9222,-75248
1473,D,Estadio Nacional,Alimentador,1.5,-6116,-73926
1474,Expreso1,Benavides,Ruta Troncal,2.5,-6349,-78831
1475,Expreso6,Bulevar,Alimentador,1.5,-6200,-79270
1476,Expreso4,Angamos,Ruta Troncal,2.5,-7069,-79539
1477,SXN,Rosario de Villa,Alimentador,1.5,-8510,-76434
1478,SXN,España,Ruta Troncal,2.5,-6682,-73177
1479,Expreso8,Estacion B,Alimentador,1.5,-5740,-73689
1480,SX,Teran,Alimentador,1.5,-7846,-78140
1481,B,Honorio Delgado,Alimentador,1.5,-6053,-79991
1482,D,Uni,Alimentador,1.5,-5728,-70254
1483,Expreso2,Dos de Mayo,Alimentador,1.5,-7436,-75569
1484,Expreso5,Plaza de Flores,Alimentador,1.5,-7481,-78359
1485,Expreso6,28 de Julio,Ruta Troncal,2.5,-7860,-70144
1486,SX,Domingo Orue,Alimentador,1.5,-7273,-75571
1487,C,Canaval Moreyra,Alimentador,1.5,-8428,-70902
1488,Expreso5,Estacion B,Alimentador,1.5,-5552,-79581
1489,Expreso6,Escuela Militar,Ruta Troncal,2.5,-7597,-71150
1490,C,Balta,Ruta Troncal,2.5,-5881,-71674
1491,D,El milagro,Alimentador,1.5,-9989,-75265
1492,C,El milagro,Alimentador,1.5,-5010,-78669
1493,Expreso4,Bulevar,Ruta Troncal,2.5,-8957,-76813
1494,Expreso7,Tacna,Ruta Troncal,2.5,-6941,-74688
1495,Expreso7,Canaval Moreyra,Alimentador,1.5,-6049,-79584
1496,Expreso2,Balta,Ruta Troncal,2.5,-5424,-70468
1497,Expreso9,Domingo Orue,Alimentador,1.5,-5770,-74173
1498,A,Pacifico,Alimentador,1.5,-9969,-78863
1499,A,Mexico,Alimentador,1.5,-9577,-76509
1500,Expreso3,Escuela Militar,Ruta Troncal,2.5,-9396,-70843
